,Date,Company,Price,Revenue,Free cash flow,Total Debt,ROE,EPS,PE ratio
1811,2023-06-30,Company_018,499.9402,448.3349,118.3296,149.411,,10.235,49.1537
1812,2023-09-30,Company_018,503.0893,485.8675,107.9454,214.5181,,,
1813,2023-12-31,Company_018,504.9276,345.0918,116.0983,268.1294,9.5582,5.4091,94.8404
1814,2024-03-31,Company_018,512.9987,568.3031,117.5503,120.627,12.4724,,58.5747
1815,2024-06-30,Company_018,512.823,,109.078,,14.0838,,74.5169
1816,2024-09-30,Company_018,515.1321,310.08,115.2299,222.7157,-9.6601,7.9984,65.1302
1817,2024-12-31,Company_018,520.9357,432.2693,,197.1322,-1.6485,8.8653,58.3889
1818,2000-03-31,Company_019,115.5857,230.0486,84.0637,343.0286,-3.4887,5.0279,22.5792
1819,2000-06-30,Company_019,113.5264,150.4108,92.8315,,-0.4086,,21.8865
1820,2000-09-30,Company_019,110.4455,242.7675,93.7105,540.1761,-6.9324,5.1714,22.0342
1821,2000-12-31,Company_019,113.9478,231.4378,98.5948,389.7848,6.4409,7.4137,15.0211
1822,2001-03-31,Company_019,111.362,238.5862,95.8366,260.2953,4.2426,,16.1293
1823,2001-06-30,Company_019,113.7315,278.8804,89.4242,397.4949,-5.7471,3.0816,36.4442
1824,2001-09-30,Company_019,112.3056,244.5668,88.275,385.874,-7.2858,7.1716,15.4204
1825,2001-12-31,Company_019,110.5893,220.0036,85.4315,273.7278,-1.1556,3.5009,32.4584
1826,2002-03-31,Company_019,113.634,150.7989,92.2459,377.335,-5.236,4.7774,23.2231
1827,2002-06-30,Company_019,110.9465,319.6109,80.9251,418.1888,-18.6479,1.8363,57.0795
1828,2002-09-30,Company_019,104.8125,361.468,92.7904,461.8727,-9.9264,5.2232,19.6122
1829,2002-12-31,Company_019,102.4381,359.2617,93.2419,247.5891,-0.5432,3.644,
1830,2003-03-31,Company_019,107.4404,279.4116,93.5924,411.455,5.1779,2.5227,43.0548
1831,2003-06-30,Company_019,108.6165,93.5329,83.6933,459.1604,2.6083,5.9455,18.4938
1832,2003-09-30,Company_019,109.9543,,90.6691,488.6204,-2.3215,6.3629,17.4309
1833,2003-12-31,Company_019,110.9103,190.6152,89.8015,268.0655,7.299,6.4816,17.273
1834,2004-03-31,Company_019,111.9569,230.7543,92.6245,342.5031,-1.2375,2.2262,50.3639
1835,2004-06-30,Company_019,112.1211,232.8961,95.7276,342.8965,-5.0409,6.7488,16.8528
1836,2004-06-30,Company_019,112.4236,232.5881,93.5394,341.1789,-4.7326,5.1574,21.7985
1837,2004-09-30,Company_019,113.7367,267.6332,91.441,379.8289,8.935,4.3078,27.1972
1838,2004-12-31,Company_019,117.1596,145.7516,92.3595,315.2293,3.0787,7.7667,15.2881
1839,2005-03-31,Company_019,118.7387,384.7855,98.6147,278.7175,7.7835,5.7028,
1840,2005-06-30,Company_019,118.2869,386.4878,89.8252,331.9979,-12.0681,,22.5827
1841,2005-09-30,Company_019,121.2283,156.2188,91.3759,,-9.7172,4.9338,24.305
1842,2005-12-31,Company_019,119.9171,111.1483,95.4531,362.2378,,,24.4992
1843,2006-03-31,Company_019,119.6342,258.0463,101.0898,261.2588,-0.7406,4.0305,30.038
1844,2006-06-30,Company_019,121.067,365.2454,90.4905,247.873,12.8008,3.4526,34.9624
1845,2006-09-30,Company_019,120.7097,265.8247,106.4836,405.2851,-11.4457,4.5454,26.8421
1846,2006-12-31,Company_019,122.007,,,,4.9314,6.6156,18.1182
1847,2007-03-31,Company_019,119.8635,235.4615,105.4548,437.8144,-11.7811,3.1178,39.3529
1848,2007-06-30,Company_019,122.6953,280.1303,103.1861,308.8506,15.5989,6.9733,17.4962
1849,2007-09-30,Company_019,122.0055,,86.6673,403.1826,-16.3893,,23.6217
1850,2007-12-31,Company_019,117.9326,296.1371,86.6574,272.3393,3.7186,6.07,19.8398
1851,2008-03-31,Company_019,-120.4274,330.4921,102.6317,,,6.5687,19.2951
1852,2008-06-30,Company_019,126.7441,156.7466,97.2715,247.9307,4.9719,6.8199,18.8362
1853,2008-09-30,Company_019,128.4607,,94.8997,365.8337,-6.747,5.7003,
1854,2008-12-31,Company_019,131.0141,187.3234,113.4505,332.056,-6.4822,6.1635,22.2703
1855,2009-03-31,Company_019,137.2633,,96.1646,402.5885,12.5493,,18.6797
1856,2009-06-30,Company_019,136.1622,302.6726,,243.8516,10.5813,4.5046,30.1418
1857,2009-09-30,Company_019,-135.7779,278.9397,95.6334,,8.1993,3.7418,
1858,2009-12-31,Company_019,127.6861,352.767,82.793,332.0034,8.8313,4.6922,26.9278
1859,2010-03-31,Company_019,126.35,215.8135,97.5508,314.2245,-14.3967,5.5563,22.1812
1860,2010-06-30,Company_019,123.2453,,90.3812,346.1153,,,15.6565
1861,2010-09-30,Company_019,119.7536,162.8021,99.192,447.8142,-8.7003,,24.2813
1862,2010-12-31,Company_019,117.9472,336.7858,98.8631,329.8774,,7.4814,15.4498
1863,2011-03-31,Company_019,115.5859,,96.1638,,-7.8649,5.5547,
1864,2011-06-30,Company_019,118.4054,268.0056,90.9764,230.3314,-3.9735,3.386,
1865,2011-09-30,Company_019,-106.7007,298.2577,92.6976,344.7586,4.3372,5.9922,
1866,2011-12-31,Company_019,111.5271,393.9946,88.0253,372.0031,-7.2699,4.0342,27.7312
1867,2012-03-31,Company_019,111.872,389.2133,89.7313,,-10.8321,4.9226,23.2822
1868,2012-06-30,Company_019,114.6091,274.1367,101.1878,267.3205,3.0836,2.7539,42.1256
1869,2012-09-30,Company_019,116.0111,279.5135,100.3847,186.9777,-4.4583,2.8806,42.1935
1870,2012-12-31,Company_019,121.5438,235.7774,98.9754,261.4863,-0.2584,,20.6517
1871,2013-03-31,Company_019,124.9922,,103.3434,381.9573,-2.5566,,
1872,2013-06-30,Company_019,129.8226,,100.8782,169.4091,3.7959,8.546,15.5116
1873,2013-09-30,Company_019,132.5612,273.867,106.0448,294.0829,-5.078,5.1876,27.183
1874,2013-12-31,Company_019,141.0147,422.1023,112.6035,262.9954,12.0432,9.0684,16.5999
1875,2014-03-31,Company_019,150.5343,448.594,98.1402,368.465,6.0186,8.9226,16.9828
1876,2014-06-30,Company_019,151.5305,286.0113,115.8872,260.5502,0.6281,6.5132,23.6403
1877,2014-09-30,Company_019,153.9733,395.8691,,249.2597,,9.2857,16.7318
1878,2014-12-31,Company_019,155.366,,103.6682,238.3861,-1.1267,8.14,18.1502
1879,2015-03-31,Company_019,147.7429,,115.1766,211.1694,,8.4516,17.5328
1880,2015-06-30,Company_019,148.1802,278.6341,95.6464,272.0265,,9.8842,14.9484
1881,2015-09-30,Company_019,147.7528,193.011,107.9333,317.726,-10.2121,,17.7743
1882,2015-12-31,Company_019,143.132,,105.5132,248.6509,,3.3371,42.4432
1883,2016-03-31,Company_019,141.6355,257.4074,102.8635,,12.761,6.7383,20.7888
1884,2016-06-30,Company_019,140.0805,,103.8951,450.3729,-1.1652,3.9242,35.2387
1885,2016-09-30,Company_019,138.2846,339.7231,105.2988,270.1352,,,21.9893
1886,2016-12-31,Company_019,134.3975,,91.2604,278.175,-13.9984,,22.4206
1887,2017-03-31,Company_019,132.8476,163.471,103.0194,299.1964,-19.4475,4.3716,28.3893
1888,2017-06-30,Company_019,124.1075,170.4002,93.0954,332.7429,3.363,3.4329,
1889,2017-09-30,Company_019,119.5609,199.4307,99.5547,421.6453,-20.0079,,29.6751
1890,2017-12-31,Company_019,116.2038,282.2095,,305.9563,-10.4914,,26.0458
1891,2018-03-31,Company_019,125.5584,262.7581,96.9065,302.2331,2.1359,5.2991,24.2147
1892,2018-06-30,Company_019,128.3154,320.2489,99.6329,265.0678,1.0028,5.7513,22.6058
1893,2018-09-30,Company_019,130.0124,374.8689,100.1355,314.8912,,6.4614,20.1815
1894,2018-12-31,Company_019,130.4013,225.7037,,235.1976,1.1899,5.3654,24.8131
1895,2019-03-31,Company_019,133.1321,230.2571,95.3046,,-1.7064,7.6651,17.427
1896,2019-06-30,Company_019,133.5793,318.4584,,299.2318,-8.1701,5.7918,
1897,2019-09-30,Company_019,133.6579,302.8176,93.1108,403.6159,-3.8374,7.1999,18.6377
1898,2019-12-31,Company_019,-134.1903,382.1093,104.3898,,0.1207,,24.1822
1899,2020-03-31,Company_019,138.0854,334.721,101.7625,164.8078,-12.2103,10.2875,13.7582
1900,2020-06-30,Company_019,141.5371,475.6934,102.7085,368.0017,-2.874,7.0828,20.0677
1901,2020-09-30,Company_019,142.1347,229.2373,116.5344,214.1573,,9.1566,
1902,2020-12-31,Company_019,148.2106,,103.7043,276.0832,-0.3214,,
1903,2021-03-31,Company_019,148.3549,,108.7013,148.4802,3.3607,6.3911,23.6621
1904,2021-06-30,Company_019,151.2264,260.5817,107.8801,192.3964,,6.7965,22.5293
1905,2021-09-30,Company_019,153.1207,208.9401,108.4549,287.1138,,10.7147,14.3374
1906,2021-12-31,Company_019,153.6201,298.8224,128.0545,182.1996,20.6177,7.1717,22.0118
1907,2022-03-31,Company_019,157.8614,507.6614,,157.7807,-2.6514,6.7346,24.3968
1908,2022-06-30,Company_019,164.3026,502.4608,119.5806,39.7653,6.7049,9.8413,
1909,2022-09-30,Company_019,165.4705,404.6808,129.5918,197.5299,20.4244,8.078,
1910,2022-12-31,Company_019,165.5778,386.1007,122.0796,88.0126,-4.2563,7.6863,21.5478
1911,2023-03-31,Company_019,165.6234,353.3756,,212.4561,1.0463,7.2648,23.0794
1912,2023-06-30,Company_019,167.6665,415.874,111.5988,138.3351,6.4409,9.009,18.9038
1913,2023-09-30,Company_019,170.3047,388.4039,,149.7306,,9.7375,17.353
1914,2023-12-31,Company_019,168.9748,545.5446,,204.1874,1.5883,8.9861,18.2086
1915,2024-03-31,Company_019,-163.6251,305.8423,106.1512,180.5709,18.3973,7.1109,22.8671
1916,2024-06-30,Company_019,162.6063,410.9069,109.4998,303.7615,7.0343,5.8751,26.3842
1917,2024-09-30,Company_019,155.0087,519.6617,104.4612,293.5345,-2.3114,,100.4948
1918,2024-12-31,Company_019,154.8087,452.3488,96.7533,,,,25.7214
1919,2000-03-31,Company_020,456.3946,361.566,113.819,,4.4238,9.5571,47.4292
1920,2000-06-30,Company_020,453.2875,,,152.192,,8.8913,50.4562
1921,2000-09-30,Company_020,448.6202,447.2238,112.8531,228.7361,-0.2492,7.9599,55.3474
1922,2000-12-31,Company_020,440.5601,437.4884,101.2542,119.2255,,7.7891,
1923,2001-03-31,Company_020,440.5485,291.1799,114.138,232.5761,9.1733,8.1992,54.1201
1924,2001-06-30,Company_020,443.7398,329.2313,126.3045,166.4223,-4.5359,8.8968,51.0564
1925,2001-09-30,Company_020,454.241,380.4941,119.1885,,3.3044,8.3328,54.4311
1926,2001-12-31,Company_020,453.5659,391.412,116.7534,,-6.5042,10.3631,43.2679
1927,2002-03-31,Company_020,448.3909,312.8763,114.6093,119.5511,,5.4132,81.6732
1928,2002-06-30,Company_020,442.1145,446.2287,118.1126,330.9111,4.2717,8.9049,49.4105
1929,2002-09-30,Company_020,439.9941,386.6605,115.1247,280.8755,,8.5604,51.3537
1930,2002-12-31,Company_020,439.6065,,,194.658,8.4861,8.6638,51.1599
1931,2003-03-31,Company_020,443.2392,259.66,114.4886,197.2139,,9.1826,48.0856
1932,2003-06-30,Company_020,441.5504,459.6286,104.0713,245.9336,,,61.1082
1933,2003-09-30,Company_020,440.6786,122.3115,112.7912,324.0435,17.3868,4.3449,101.2081
1934,2003-12-31,Company_020,439.7429,397.4754,98.8357,259.1047,2.6723,6.5577,65.9264
1935,2004-03-31,Company_020,432.3224,399.6527,101.5544,269.3494,-0.9518,,
1936,2004-06-30,Company_020,430.8095,277.4826,85.4235,269.618,-2.4293,,81.8449
1937,2004-09-30,Company_020,428.8915,411.2442,103.5921,404.8052,-11.8031,4.2613,100.1404
1938,2004-12-31,Company_020,426.7329,,96.4461,264.2874,-11.0226,5.2618,80.6347
1939,2005-03-31,Company_020,424.2824,298.5954,106.0118,289.8964,8.9401,5.0473,83.9963
1940,2005-06-30,Company_020,423.9508,316.5055,101.3059,401.7127,-5.1345,2.1451,197.0418
1941,2005-09-30,Company_020,422.6678,551.8713,105.0168,311.7262,-1.5176,6.9239,60.9487
1942,2005-12-31,Company_020,422.0006,416.7947,95.287,359.6557,-15.9562,9.6908,
1943,2006-03-31,Company_020,426.6278,381.4775,109.5366,193.1042,-8.7854,7.5256,57.2886
1944,2006-06-30,Company_020,431.1327,250.4465,115.9911,,6.4903,6.3338,68.2206
1945,2006-09-30,Company_020,432.0943,351.3961,110.2198,343.3755,,6.8185,63.8211
1946,2006-12-31,Company_020,435.1657,,,194.1551,16.1404,6.1795,70.2951
1947,2007-03-31,Company_020,434.3874,,106.566,230.6705,13.0047,6.9932,62.1355
1948,2007-06-30,Company_020,434.5229,356.2686,103.7464,250.4824,1.4517,,62.8024
1949,2007-09-30,Company_020,436.417,247.4943,110.4903,165.7761,6.6588,5.6267,77.4325
1950,2007-12-31,Company_020,435.6904,326.3114,94.9632,232.1828,-1.2971,9.1502,47.029
1951,2008-03-31,Company_020,430.3251,250.0053,101.2098,267.6768,17.2148,4.2021,102.4951
1952,2008-06-30,Company_020,430.6947,335.9102,93.9899,260.4181,,7.7101,55.931
1953,2008-09-30,Company_020,431.2359,227.6666,96.7512,375.4505,0.8053,5.9481,71.5268
1954,2008-12-31,Company_020,425.447,306.8867,,388.0113,1.4663,,46.4105
1955,2009-03-31,Company_020,426.684,,104.6708,213.6856,11.4446,6.823,62.6773
1956,2009-06-30,Company_020,427.6492,290.5039,,,3.6022,5.4503,77.8543
1957,2009-09-30,Company_020,424.3327,,101.0434,337.4679,11.2224,5.6337,75.3363
1958,2009-12-31,Company_020,424.4193,319.3401,90.5624,,-17.282,6.2262,68.4422
1959,2010-03-31,Company_020,426.136,361.9593,99.142,330.8503,,4.3951,97.0301
1960,2010-06-30,Company_020,426.456,213.051,97.6929,298.2587,-3.9953,5.0253,84.9578
1961,2010-09-30,Company_020,426.942,311.7604,95.7254,343.1465,12.3109,3.1128,135.9293
1962,2010-12-31,Company_020,423.119,406.6929,103.588,336.0242,11.2282,4.5973,92.3825
1963,2011-03-31,Company_020,424.7138,345.7504,95.6483,221.1849,,6.2197,
1964,2011-06-30,Company_020,425.0233,322.0407,99.6606,277.8227,12.8703,6.9324,61.9933
1965,2011-09-30,Company_020,429.7605,374.9261,91.9894,362.5443,15.1401,3.4368,125.3469
1966,2011-12-31,Company_020,430.7874,348.4035,100.4987,257.257,0.9872,6.1125,70.0436
1967,2012-03-31,Company_020,428.1397,367.0371,95.2174,288.7366,19.0295,7.0818,60.2309
1968,2012-06-30,Company_020,426.5436,,97.9625,295.1021,-2.7136,5.3807,78.0039
1969,2012-09-30,Company_020,419.7134,161.1149,94.2463,130.9342,-2.8801,4.9421,85.6686
1970,2012-12-31,Company_020,423.3803,366.0831,98.9111,306.6569,4.7474,5.1104,82.418
1971,2013-03-31,Company_020,-421.1902,144.2502,95.9392,340.454,-5.701,4.6703,89.5636
1972,2013-06-30,Company_020,418.2878,,102.878,310.3869,-4.2658,4.0469,101.9358
1973,2013-09-30,Company_020,412.528,199.4123,,285.5288,4.5289,4.9668,82.1904
1974,2013-12-31,Company_020,408.2255,136.2404,79.7809,315.7772,-7.0246,8.132,49.9214
1975,2014-03-31,Company_020,405.9584,231.2572,80.6346,452.6617,-21.7765,,134.3827
1976,2014-06-30,Company_020,401.6839,236.5797,90.333,517.4813,-4.308,4.0125,101.1875
1977,2014-09-30,Company_020,406.0105,,81.5749,504.4764,,,101.5797
1978,2014-12-31,Company_020,400.0014,145.4366,70.5971,308.4588,-2.287,2.9911,133.9407
1979,2015-03-31,Company_020,400.6298,317.0025,94.4277,465.4238,,5.7728,69.3525
1980,2015-06-30,Company_020,400.3551,234.9637,92.1228,347.5759,3.0622,0.5032,800.0045
1981,2015-06-30,Company_020,400.9601,236.68849999999998,92.1301,347.3221,,0.18109999999999998,2214.026
1982,2015-09-30,Company_020,402.5307,163.761,92.8233,337.4895,-0.18,3.6636,110.7744
1983,2015-12-31,Company_020,405.8341,316.4583,90.6333,310.3363,3.7843,6.3942,64.6345
1984,2016-03-31,Company_020,413.2856,,95.2113,403.253,-10.5872,,91.9446
1985,2016-06-30,Company_020,411.1465,251.796,89.9854,411.889,1.4968,3.8036,108.6035
1986,2016-09-30,Company_020,413.0863,297.9233,98.6156,305.7213,12.7627,6.322,
1987,2016-12-31,Company_020,419.6315,,95.6358,278.3025,-5.7935,,
1988,2017-03-31,Company_020,425.6105,253.4279,112.144,290.8786,,6.8973,62.4947
1989,2017-06-30,Company_020,431.0473,395.659,96.2894,286.9561,-2.05,5.5014,78.7805
1990,2017-09-30,Company_020,433.4006,328.3184,113.8409,312.6237,-3.1544,7.7741,56.2162
1991,2017-12-31,Company_020,437.0325,,105.7995,150.8248,4.8638,6.2142,69.9119
1992,2018-03-31,Company_020,434.4484,341.6594,100.4401,264.3721,6.6022,7.6522,56.1951
1993,2018-06-30,Company_020,430.0157,,102.5925,200.424,,8.5873,
1994,2018-09-30,Company_020,427.2857,192.2754,106.372,266.8677,-6.9418,2.261,
1995,2018-12-31,Company_020,428.4448,457.6727,114.995,209.7941,7.0744,7.2932,60.0254
1996,2019-03-31,Company_020,437.777,353.6066,108.2595,230.2285,-2.1621,4.2603,102.3785
1997,2019-06-30,Company_020,436.1612,324.2057,101.2646,,-8.5838,10.7746,40.4282
1998,2019-09-30,Company_020,435.5963,363.1298,104.6461,147.3663,-5.412,5.9235,72.9583
1999,2019-12-31,Company_020,432.1702,334.6657,112.7987,118.6404,-5.0511,7.5866,56.5728
2000,2020-03-31,Company_020,429.1933,365.4819,108.3864,273.4165,3.6852,6.0879,69.9567
2001,2020-06-30,Company_020,425.8902,323.8218,,278.4464,6.6992,4.4321,94.8543
2002,2020-09-30,Company_020,420.4058,,102.2812,,-13.6802,4.2394,99.1497
2003,2020-12-31,Company_020,420.3339,382.2438,100.5098,413.7347,,,52.3104
2004,2021-03-31,Company_020,418.0729,,99.7472,288.2801,-14.2254,,63.3272
2005,2021-06-30,Company_020,412.0159,192.2789,85.6149,494.5585,-3.4507,,55.2763
2006,2021-09-30,Company_020,402.5821,,83.4234,484.725,-11.407,4.7376,86.0554
2007,2021-12-31,Company_020,407.6976,365.2607,,232.7544,-14.8056,5.0845,80.1406
2008,2022-03-31,Company_020,407.476,213.0384,87.2394,,0.1401,,93.9533
2009,2022-06-30,Company_020,409.2162,179.7574,84.108,350.0848,,4.0524,100.1639
2010,2022-09-30,Company_020,405.9026,,87.6194,157.8121,-8.6096,3.1148,131.282
2011,2022-12-31,Company_020,408.9231,268.0468,106.4924,252.3024,-22.7029,5.0435,
2012,2023-03-31,Company_020,410.8785,213.0564,88.2275,455.0682,-1.414,2.8894,138.9026
2013,2023-06-30,Company_020,401.3401,57.4272,87.286,562.3511,-3.7603,,
2014,2023-09-30,Company_020,397.3268,242.8162,81.2564,459.0897,-8.3517,4.4819,89.7808
2015,2023-12-31,Company_020,402.3889,160.0924,77.3852,421.7793,-20.4999,4.6037,87.239
2016,2024-03-31,Company_020,401.6209,,84.3896,385.8697,1.5405,6.9796,57.8859
2017,2024-06-30,Company_020,404.0217,151.1764,95.2174,521.4335,-14.0691,,99.3953
2018,2024-09-30,Company_020,400.8985,,88.0179,,,5.1208,77.9075
2019,2024-12-31,Company_020,398.9454,83.9314,84.994,409.4441,5.5464,,60.295
2020,2000-03-31,Company_021,280.9169,,81.3786,417.7303,-6.053,1.6268,172.7556
2021,2000-06-30,Company_021,281.0361,148.002,,456.7188,-6.4116,4.3928,63.9347
2022,2000-09-30,Company_021,280.8519,93.8755,92.3551,460.1409,-23.7275,4.2612,64.6823
2023,2000-09-30,Company_021,281.6353,94.3586,92.89529999999999,,-25.3113,2.3789,118.3889
2024,2000-12-31,Company_021,275.6258,253.0172,,489.306,3.1618,3.8728,71.748
2025,2001-03-31,Company_021,277.8667,206.5833,89.5056,519.6412,-4.0411,3.3177,82.7688
2026,2001-06-30,Company_021,274.5991,87.4562,97.5265,449.1415,-16.6767,3.333,84.9459
2027,2001-09-30,Company_021,283.1263,89.379,92.8908,352.1285,-8.2415,4.9663,56.7584
2028,2001-12-31,Company_021,281.8809,165.8457,93.951,404.9652,-7.0034,2.6638,104.4664
2029,2002-03-31,Company_021,278.275,202.4407,93.7856,249.9567,,,61.1448
2030,2002-06-30,Company_021,273.0753,318.3456,89.6971,450.1097,6.8532,3.2078,84.6363
2031,2002-06-30,Company_021,273.6107,319.3939,88.19630000000001,,5.5118,3.8088,71.8365
2032,2002-09-30,Company_021,271.4956,109.3098,91.9082,,-28.2717,,85.1803
2033,2002-12-31,Company_021,-265.4166,242.4825,,523.9513,-23.7384,4.3252,61.7495
2034,2003-03-31,Company_021,267.0812,38.2553,,,-31.5354,3.092,85.7903
2035,2003-06-30,Company_021,265.2669,227.1665,89.5699,451.6168,-9.5553,6.1111,43.606
2036,2003-09-30,Company_021,266.4827,320.3461,88.0231,347.0767,-5.2186,3.7558,71.1076
2037,2003-12-31,Company_021,267.0632,210.365,,408.0436,,5.7561,
2038,2004-03-31,Company_021,266.9863,151.0031,78.8341,297.4162,-12.383,2.82,95.9046
2039,2004-06-30,Company_021,270.4535,306.9318,87.6922,497.6201,-5.7589,2.8416,95.7942
2040,2004-09-30,Company_021,272.2118,,91.2975,476.5873,-12.1772,1.3646,199.6168
2041,2004-12-31,Company_021,272.4046,220.5376,,372.6029,-2.6579,3.3432,81.5006
2042,2005-03-31,Company_021,272.4763,133.5343,81.7315,414.1263,1.3089,3.9267,70.4934
2043,2005-06-30,Company_021,276.8077,254.5767,84.4078,387.426,,4.6464,60.8384
2044,2005-09-30,Company_021,282.6772,190.0793,95.9603,319.9098,,,
2045,2005-12-31,Company_021,294.526,272.4729,92.6299,367.4005,-7.3321,6.013,49.2012
2046,2006-03-31,Company_021,295.8474,250.9929,98.5871,329.2435,,6.8688,
2047,2006-06-30,Company_021,295.6566,341.1565,91.0901,418.1769,-13.0967,3.5909,83.4666
2048,2006-09-30,Company_021,299.7168,,98.4514,329.1764,4.99,5.276,57.5729
2049,2006-12-31,Company_021,303.7547,249.8569,93.8767,504.878,-18.4156,,85.5278
2050,2007-03-31,Company_021,304.4679,332.6834,,329.1847,,6.0781,50.7347
2051,2007-06-30,Company_021,308.3726,261.6419,102.2588,327.9193,,8.6683,
2052,2007-09-30,Company_021,315.6453,283.4809,91.1984,350.8623,-4.4565,3.6954,86.1541
2053,2007-12-31,Company_021,318.3702,,97.8772,,5.4985,6.9047,46.2371
2054,2008-03-31,Company_021,319.2524,278.3767,,312.824,-7.0944,7.6112,42.325
2055,2008-06-30,Company_021,322.1437,345.9387,97.3948,341.5356,-10.9299,4.3424,74.239
2056,2008-09-30,Company_021,322.3755,451.8827,105.7702,305.2932,14.1918,6.8292,48.2683
2057,2008-12-31,Company_021,329.6333,174.001,103.8926,234.0386,-6.0011,5.5848,59.5541
2058,2009-03-31,Company_021,332.5969,213.8919,104.05,,5.7188,6.12,54.9894
2059,2009-06-30,Company_021,336.5359,305.8626,101.9166,,9.8066,5.692,59.286
2060,2009-09-30,Company_021,337.4549,327.6924,113.6394,,7.5704,6.1048,55.9064
2061,2009-12-31,Company_021,341.2959,,111.6642,155.4337,5.9248,,40.3876
2062,2010-03-31,Company_021,343.1035,,107.6464,,6.226,6.3057,53.9122
2063,2010-06-30,Company_021,339.9541,217.2681,105.9826,,,5.324,
2064,2010-09-30,Company_021,336.9811,273.568,98.5714,323.9133,3.0096,6.5813,51.7702
2065,2010-12-31,Company_021,340.7171,392.0221,102.4021,325.4863,,,116.0646
2066,2011-03-31,Company_021,-342.8152,331.8976,106.3183,202.7107,,5.1198,66.7447
2067,2011-06-30,Company_021,-341.7191,382.5239,109.3437,414.9801,,8.6807,39.6222
2068,2011-09-30,Company_021,343.9497,232.4962,108.5345,237.2015,10.0772,6.3521,54.2599
2069,2011-12-31,Company_021,344.6652,452.1015,107.5133,353.5442,-8.8999,,58.8667
2070,2012-03-31,Company_021,348.5479,292.3945,116.3722,308.8125,-0.7625,7.0547,49.5543
2071,2012-06-30,Company_021,349.5889,379.6139,103.8926,184.1654,5.5501,8.081,43.5372
2072,2012-09-30,Company_021,351.8229,339.1469,,211.7787,16.1701,,38.5934
2073,2012-12-31,Company_021,356.4973,307.7483,111.4453,178.5144,-8.1519,6.2734,57.0167
2074,2013-03-31,Company_021,357.6871,,109.0774,143.3221,9.9641,6.3648,56.444
2075,2013-06-30,Company_021,359.2523,400.371,109.0588,219.703,-0.7409,,53.664
2076,2013-09-30,Company_021,358.1803,,109.7189,148.4947,-3.1477,,
2077,2013-12-31,Company_021,361.6767,412.2464,103.0035,,-5.1476,7.3226,49.627
2078,2014-03-31,Company_021,363.3964,401.4504,108.4639,369.5087,-3.5403,10.69,33.4597
2079,2014-06-30,Company_021,357.6842,447.6092,111.1425,,7.4009,6.8479,52.603
2080,2014-09-30,Company_021,360.2205,401.0053,108.9167,191.8262,0.9645,10.1507,35.6478
2081,2014-12-31,Company_021,361.8501,367.2725,97.3933,172.0507,10.617,5.9109,62.4457
2082,2015-03-31,Company_021,369.1116,394.5039,98.6682,190.677,-6.3921,5.0304,73.1274
2083,2015-06-30,Company_021,367.8603,428.1589,102.1438,369.403,9.5399,7.0264,51.5971
2084,2015-09-30,Company_021,362.5416,,107.5619,144.449,7.8308,,39.5685
2085,2015-12-31,Company_021,367.575,253.9194,,209.4433,-9.3291,6.7155,55.4183
2086,2016-03-31,Company_021,372.1605,228.5601,,235.1915,18.7373,6.5837,56.9969
2087,2016-06-30,Company_021,375.2518,483.6233,116.4566,292.7881,7.5776,,40.2406
2088,2016-09-30,Company_021,371.9182,312.4378,117.5203,185.615,11.6058,8.7328,42.6922
2089,2016-12-31,Company_021,372.8246,249.5157,112.3077,,15.7156,,59.4748
2090,2017-03-31,Company_021,376.5972,245.847,117.3685,216.0348,,,
2091,2017-06-30,Company_021,378.9201,535.2203,107.8092,281.9239,4.5633,9.214,41.3407
2092,2017-09-30,Company_021,380.9134,456.1482,109.6811,179.3107,11.9776,4.9664,
2093,2017-12-31,Company_021,378.1222,322.4182,103.6316,139.6944,-11.1916,9.5606,39.606
2094,2018-03-31,Company_021,378.6567,,117.028,213.3334,8.3719,8.7521,42.74
2095,2018-06-30,Company_021,-374.0667,385.8918,122.0093,92.0659,,3.7903,
2096,2018-09-30,Company_021,375.7169,,105.8145,206.3643,-2.7153,7.3464,49.8463
2097,2018-12-31,Company_021,366.1929,333.6957,93.6626,310.9354,11.376,3.8177,94.6513
2098,2019-03-31,Company_021,-361.3494,291.5781,100.7079,,19.0285,5.0733,70.9301
2099,2019-06-30,Company_021,359.8497,431.955,100.6637,240.4923,7.9052,5.9735,58.8208
2100,2019-09-30,Company_021,351.3663,340.3578,96.801,361.1106,11.1407,4.7194,
2101,2019-12-31,Company_021,352.4603,314.7015,96.9571,392.5328,-13.6764,10.3566,33.3242
2102,2020-03-31,Company_021,345.125,,105.0762,,-7.4738,8.1635,42.6133
2103,2020-06-30,Company_021,347.8758,149.5396,106.0734,172.6675,13.1014,8.7479,38.8636
2104,2020-09-30,Company_021,339.9762,355.7526,89.003,149.1469,8.4738,6.1254,55.124
2105,2020-12-31,Company_021,337.6591,,97.6346,377.2534,3.7926,6.3119,53.0156
2106,2021-03-31,Company_021,334.6283,212.7371,102.5921,286.6436,-2.2467,9.1526,37.2907
2107,2021-06-30,Company_021,341.309,170.2709,96.2552,378.0604,3.0225,7.2728,47.1588
2108,2021-09-30,Company_021,342.9788,287.7532,105.0592,167.8126,16.9036,,45.0153
2109,2021-12-31,Company_021,346.9428,351.8914,103.4401,243.3221,0.3656,5.2158,66.973
