Unnamed: 0,Date,Company,Price,Revenue,Free cash flow,Total Debt,ROE,EPS,PE ratio,Next_Quarter_Price,Return,Target
1686,2017-03-31,Company_017,322.4509,207.2117,102.115,441.3066,3.9611000000000005,5.6142,59.4678,333.8654,0.035399187907368325,1
1687,2017-06-30,Company_017,333.8654,268.97855000000004,97.2934,323.6863,13.2779,7.1273,47.3732,337.6437,0.011316836066271022,1
1688,2017-09-30,Company_017,337.6437,330.7454,100.3742,379.7663,4.0214,6.931,49.0936,340.2672,0.007770025029342998,1
1689,2017-12-31,Company_017,340.2672,226.9316,97.351,315.29775,-5.1317,5.7311,59.4251,340.5705,0.0008913583207549209,1
1690,2018-03-31,Company_017,340.5705,175.2607,103.8776,250.8292,6.8747,4.891,69.63207932938049,333.4942,-0.020777783160902084,0
1691,2018-06-30,Company_017,333.4942,304.3642,100.12100000000001,382.3826,-2.5083500000000005,3.7213,89.1198,331.6418,-0.005554519388942863,0
1692,2018-09-30,Company_017,331.6418,327.60215,96.3644,442.1837,-11.8914,4.9592,67.2697,333.6051,0.0059199413342950254,1
1693,2018-12-31,Company_017,333.6051,327.60215,99.1595,325.3819,-6.347,3.0804,106.3077,327.4711,-0.01838700907150405,0
1694,2019-03-31,Company_017,327.4711,350.8401,88.5607,296.3819,-17.4352,4.498359155964663,72.7979,325.891,-0.0048251586170503565,0
1695,2019-06-30,Company_017,325.891,185.2997,97.5536,394.3435,-15.5987,2.3411,139.2042202383495,327.6986,0.005546639827426899,1
1696,2019-09-30,Company_017,327.6986,48.7209,90.67490000000001,384.717,-13.7622,2.8339,115.63520237129045,321.5663,-0.018713232220094887,0
1697,2019-12-31,Company_017,321.5663,161.2227,83.7962,353.7784,-4.7352,6.1201,52.5858,321.8281,0.0008141400389281893,1
1698,2020-03-31,Company_017,321.8281,354.7508,81.3849,385.9242,-5.478,5.7678,54.9908,317.1766,-0.014453368117948676,0
1699,2020-06-30,Company_017,317.1766,189.3849,89.2646,272.1835,-18.084,4.258032729664783,74.489,318.874,0.005351592771976293,1
1700,2020-09-30,Company_017,318.874,168.686,94.71,412.8229,-26.4813,4.7449,66.8338,317.123,-0.005491197149971566,0
1701,2020-12-31,Company_017,317.123,217.8566,78.2021,488.79,5.9521,4.970642265106773,63.7992,318.0991,0.0030779855135074745,1
1702,2021-03-31,Company_017,318.0991,307.6273,91.1811,332.248,-5.2477,5.4599,58.6293,-320.108,-2.006315327519003,0
1703,2021-06-30,Company_017,-320.108,213.3316,95.0988,323.5449,0.9431500000000002,5.3193,60.278,320.6339,-2.001642883026978,0
1704,2021-09-30,Company_017,320.6339,278.456,84.0944,382.0199,7.134,2.8969,111.7908,323.8492,0.0100279477622298,1
1705,2021-12-31,Company_017,323.8492,211.2524,87.7216,557.0581,0.7988,1.2445,260.5629,324.2662,0.0012876363443233146,1
1706,2022-03-31,Company_017,324.2662,290.1646,92.73265,430.2109,-4.015,3.6,91.5059,329.4175,0.015886022039916563,1
1707,2022-06-30,Company_017,329.4175,245.79205000000002,97.7437,346.6467,-7.4908,4.953840300523028,66.4974,331.5615,0.006508458111666822,1
1708,2022-09-30,Company_017,331.5615,201.4195,101.0588,362.553,1.3602,6.5457,50.1837,328.4878,-0.009270376687281336,0
1709,2022-12-31,Company_017,328.4878,258.6077,89.0975,438.86,-6.0034,5.451,60.2632,328.4936,1.7656667918936442e-05,1
1710,2023-03-31,Company_017,328.4936,204.1811,90.1523,282.1606,-8.3275,6.2105,54.1416,336.2448,0.023596197916793456,1
1711,2023-06-30,Company_017,336.2448,230.6456,90.1523,371.0215,-20.1662,4.2447,80.3653,341.1305,0.014530187530037597,1
1712,2023-09-30,Company_017,341.1305,257.1101,91.2071,259.8474,-5.6415,5.4453,62.4346,-339.9745,-1.9966112675354448,0
1713,2023-12-31,Company_017,-339.9745,290.57925,99.299,383.8235,-5.6415,5.8305,59.088,344.5147,-2.01335453100159,0
1714,2024-03-31,Company_017,344.5147,324.0484,109.005,298.7335,8.8832,4.6748,74.1448,346.6122,0.006088274317467348,1
1715,2024-06-30,Company_017,346.6122,273.1549,101.7848,326.1208,-0.11079999999999934,5.0762,68.91612717978677,348.8544,0.006468900979250083,1
1716,2024-09-30,Company_017,348.8544,396.2596,101.3917,351.6023,-9.1048,5.4776,63.687454359573536,346.7328,-0.006081620297751729,0
1718,2000-03-31,Company_018,370.8903,298.8724,85.3783,443.3315,9.432,4.9666,74.67690170337858,370.0366,-0.0023017587680238694,0
1719,2000-06-30,Company_018,370.0366,114.4403,85.3783,483.0697,-15.564,4.7679,77.2174,368.1624,-0.0050649043905387475,0
1720,2000-09-30,Company_018,368.1624,155.9543,86.2428,423.85384999999997,-1.2021,4.7558,77.5413,368.7715,0.0016544329350308782,1
1721,2000-12-31,Company_018,368.7715,-23.4151,80.9434,364.638,-11.8911,3.4219,109.207,373.7003,0.013365458013973487,1
1722,2001-03-31,Company_018,373.7003,345.4749,93.3789,363.0832,-17.2828,3.5533887434592315,105.1673,375.4498,0.004681558992593677,1
1723,2001-06-30,Company_018,375.4498,96.3749,80.176,292.324,-7.394,2.9435,128.3168,377.7052,0.006007194570352705,1
1724,2001-09-30,Company_018,377.7052,235.8343,82.3062,324.6562,-1.8365,5.8061,66.6547,387.0069,0.0246268783167401,1
1725,2001-12-31,Company_018,387.0069,198.6923,91.8786,322.85685,2.164,2.9135,133.1562,387.9562,0.002452927841855147,1
1726,2002-03-31,Company_018,387.9562,241.5678,100.5429,321.0575,6.1645,6.097,64.3054,392.068,0.010598619122467845,1
1727,2002-06-30,Company_018,392.068,284.4433,87.801,290.6362,17.1473,4.9401,79.0477,390.4998,-0.003999816358386786,0
1728,2002-09-30,Company_018,390.4998,361.7885,92.1575,415.7014,-4.642,4.4993,86.7657,390.3865,-0.00029014099367011476,0
1729,2002-12-31,Company_018,390.3865,231.5464,96.514,383.0957,-12.2317,3.3917,114.6028,388.7011,-0.004317259946232811,0
1730,2003-03-31,Company_018,388.7011,273.8517,95.6679,369.0758,-2.7148,2.3029,170.5537,392.7622,0.010447873700383175,1
1731,2003-06-30,Company_018,392.7622,248.1765,88.9992,497.1931,-8.2192,3.6007,109.7718,395.2552,0.006347352163726537,1
1732,2003-09-30,Company_018,395.2552,300.4859,82.7531,422.23215000000005,0.6097,3.9569,98.2345,388.7067,-0.016567776970423134,0
1733,2003-12-31,Company_018,388.7067,168.2886,75.7898,347.2712,-17.2699,0.4508,863.788,389.398,0.0017784617553543904,1
1734,2004-03-31,Company_018,389.398,242.60635000000002,89.0431,348.2076,12.905,4.3399,90.7648,393.9142,0.01159790240319665,1
1735,2004-06-30,Company_018,393.9142,316.9241,98.2575,341.3039,0.7174,6.2878,62.6895,394.1806,0.0006762894051548099,1
1736,2004-09-30,Company_018,394.1806,268.275,85.3684,439.6454,-18.7146,5.9326,67.9432,403.0782,0.022572394481108288,1
1737,2004-12-31,Company_018,403.0782,268.275,97.2335,339.721,-10.6705,4.1331,97.8502,404.4258,0.0033432718514670354,1
1738,2005-03-31,Company_018,404.4258,219.6259,87.0955,214.0734,1.8759,5.1258,79.2523,406.2349,0.004473255662719839,1
1739,2005-06-30,Company_018,406.2349,246.4374,92.4935,369.58,3.9633,3.8851,102.8375,399.5323,-0.016499320959375872,0
1740,2005-09-30,Company_018,399.5323,102.6796,96.4721,245.4045,-15.7276,5.1271,77.9255914649607,400.3083,0.0019422710003670631,1
1741,2005-12-31,Company_018,400.3083,371.9605,88.0996,549.6522,0.5156,7.550878245320174,53.0148,401.9422,0.004081604103637221,1
1742,2006-03-31,Company_018,401.9422,232.4191,94.0543,283.8113,-20.5587,6.6947,60.038866566089595,405.3874,0.008571381656367507,1
1743,2006-06-30,Company_018,405.3874,261.1754,90.6114,347.684,-5.3695,5.9624,68.2292,406.8131,0.0035168828631575774,1
1744,2006-09-30,Company_018,406.8131,192.7021,98.9339,371.8494,5.0883,4.3892,94.0748,412.9138,0.014996321406562277,1
1745,2006-12-31,Company_018,412.9138,192.96120000000002,96.0997,325.3847,-8.2588,6.5617,63.0469,413.693,0.001887076673145831,1
1746,2007-03-31,Company_018,413.693,193.2203,95.2029,323.1703,-15.829,2.3832,174.101,414.9142,0.0029519474586227235,1
1747,2007-06-30,Company_018,414.9142,253.41755,104.9876,379.85,-2.3234,4.8995,84.9291,416.111,0.0028844517734027807,1
1748,2007-09-30,Company_018,416.111,313.6148,98.1165,466.6868,-8.085,6.4191,64.82388496829773,-418.6054,-2.005994554337665,0
1749,2007-12-31,Company_018,-418.6054,268.0672,91.2454,463.28475000000003,1.9299,6.694601527616075,62.5288,418.9388,-2.000796454130788,0
1750,2008-03-31,Company_018,418.9388,286.6748,95.3512,459.8827,-3.73505,6.6173,63.5114,420.2723,0.0031830424873512744,1
1751,2008-06-30,Company_018,420.2723,292.6615,95.1538,253.8032,-9.4,5.948265222646508,70.6546,418.9463,-0.003155097302391723,0
1752,2008-09-30,Company_018,418.9463,298.6482,96.2104,302.9731,-19.4482,5.0906,82.3618,419.2678,0.0007674014545539955,1
1753,2008-12-31,Company_018,419.2678,310.39545,111.7834,352.143,-1.7238,6.3643,65.9037,419.4299,0.0003866263996423112,1
1754,2009-03-31,Company_018,419.4299,322.1427,98.6882,363.0646,-4.0231,3.8757,109.007,422.4746,0.007259139131473542,1
1755,2009-06-30,Company_018,422.4746,332.2804,83.48,446.8237,-12.2666,4.077,103.7422,422.9571,0.0011420804943066776,1
1756,2009-09-30,Company_018,422.9571,226.66219999999998,92.6986,317.4537,-1.2696,4.930873137195707,88.3081,421.5576,-0.003308846216318501,0
1757,2009-12-31,Company_018,421.5576,121.044,83.7209,303.4563,5.375,5.7847462743914155,72.874,-420.8344,-1.9982844574501801,0
1758,2010-03-31,Company_018,-420.8344,166.5164,94.4728,376.0593,-4.3151,2.4022,176.3801,423.693,-2.0067926956541573,0
1759,2010-06-30,Company_018,423.693,220.0783,84.2167,182.793,-0.2293,6.3892,66.5389,425.1327,0.003397979197201786,1
1760,2010-09-30,Company_018,425.1327,273.6402,92.9085,295.9986,0.8108,7.043518671924186,60.358,433.2573,0.019110738835191897,1
1761,2010-12-31,Company_018,433.2573,308.8195,88.0632,310.7503,-11.5783,5.6003,76.7108,429.6066,-0.008426170776580042,0
1762,2011-03-31,Company_018,429.6066,421.7358,100.3944,357.60625,14.9093,9.8736,43.510634419056885,430.7212,0.0025944666585662225,1
1763,2011-06-30,Company_018,430.7212,404.8219,98.26,404.4622,-5.3238,4.6315,93.3338,432.2712,0.0035986155313460573,1
1764,2011-09-30,Company_018,432.2712,387.908,100.3773,227.8875,-0.33415000000000017,5.205352369116946,83.0436,433.2599,0.0022872215405513813,1
1765,2011-12-31,Company_018,433.2599,281.1941,97.5256,306.6061,4.6555,5.454626184558473,79.48310000000001,-431.9349,-1.9969417894432417,0
1766,2012-03-31,Company_018,-431.9349,201.685,89.5445,340.0857,4.48825,5.7039,75.9226,433.0519,-2.002586037849685,0
1767,2012-06-30,Company_018,433.0519,279.2027,103.0203,415.8062,4.321,5.4689,80.4359,439.8926,0.015796489981916777,1
1768,2012-09-30,Company_018,439.8926,218.1131,112.7932,296.1174,1.9139,3.7267,119.1528,444.0412,0.009430938369956638,1
1769,2012-12-31,Company_018,444.0412,434.4812,103.6704,369.8815,-11.2171,5.2891,84.4321,446.5716,0.005698570312844813,1
1770,2013-03-31,Company_018,446.5716,372.7137,99.3378,324.267,-1.8355,7.03135,68.4665,451.5431,0.011132593295229682,1
1771,2013-06-30,Company_018,451.5431,361.8141,94.7504,278.6525,-2.985,8.7736,52.5009,460.6194,0.020100628267822062,1
1772,2013-09-30,Company_018,460.6194,420.4278,97.2883,185.2887,-2.2467,10.3423,44.1597,456.7111,-0.00848487927343051,0
1773,2013-12-31,Company_018,456.7111,126.0083,105.7519,158.4855,-9.172,8.8145,51.7033,455.7404,-0.0021254136367606685,0
1774,2014-03-31,Company_018,455.7404,345.4832,107.6652,303.4058,9.1993,4.8594,93.78532329094128,445.4192,-0.022647103482596742,0
1775,2014-06-30,Company_018,445.4192,177.8276,107.6991,246.0983,13.3092,5.0611,88.4382,447.5923,0.004878774870953101,1
1776,2014-09-30,Company_018,447.5923,230.1374,107.6991,354.2915,9.1555,6.2022,73.3326,454.8226,0.016153763145612645,1
1777,2014-12-31,Company_018,454.8226,282.4472,107.733,335.2368,11.8583,9.6455,47.4397,457.5813,0.006065441778838554,1
1778,2015-03-31,Company_018,457.5813,361.4602,106.4122,258.8256,-1.2195,6.2667,72.9836,457.3684,-0.00046527251004354974,0
1779,2015-06-30,Company_018,457.3684,361.4602,99.2041,176.7844,-3.4514,4.2868,106.69226462629466,458.3831,0.0022185616671374867,1
1780,2015-09-30,Company_018,458.3831,440.4732,105.5309,177.56205,-3.9552,6.174950000000001,82.13033231314733,463.6421,0.011472936065923927,1
1781,2015-12-31,Company_018,463.6421,266.0692,99.1369,178.3397,7.6072,8.0631,57.5684,464.1821,0.0011646914721505307,1
1782,2016-03-31,Company_018,464.1821,379.806,104.0776,204.69,3.8848,7.8624,58.6731,461.3115,-0.006184210894819011,0
1783,2016-06-30,Company_018,461.3115,337.1056,100.69875,178.862,1.9685,6.4531,72.1712,465.7266,0.009570756419469263,1
1784,2016-09-30,Company_018,465.7266,176.8894,100.69875,246.4634,13.1859,7.994139910914288,58.2585,466.765,0.002229634296172835,1
1785,2016-12-31,Company_018,466.765,245.9436,97.3199,349.1241,6.3728,2.9898,157.1547,469.8605,0.006631816867160167,1
1786,2017-03-31,Company_018,469.8605,310.39135,109.3709,246.3618,-3.263,7.2001,65.7249,473.2246,0.007159784659489375,1
1787,2017-06-30,Company_018,473.2246,310.39135,115.2758,214.1586,-2.2706,8.4413,55.7884,470.9271,-0.004854988519193663,0
1788,2017-09-30,Company_018,470.9271,374.8391,113.69135,251.05365,8.9871,7.0453,70.00365000000001,472.9166,0.004224645385665894,1
1789,2017-12-31,Company_018,472.9166,448.17459999999994,112.1069,287.9487,12.2454,5.6493,84.2189,475.7748,0.006043771777095603,1
1790,2018-03-31,Company_018,475.7748,448.17459999999994,110.7906,175.8683,8.4373,3.9041,122.181,477.011,0.00259828809764619,1
1791,2018-06-30,Company_018,477.011,521.5101,115.4145,249.0384,19.3734,9.8977,48.2481,477.5467,0.0011230348985662027,1
1792,2018-09-30,Company_018,477.5467,346.3397,99.7634,214.3229,16.9565,5.8303,81.488,475.1,-0.005123477976080589,0
1793,2018-12-31,Company_018,475.1,303.9462,97.4749,316.1328,7.0641,7.4341,63.6409,473.1125,-0.004183329825299961,0
1794,2019-03-31,Company_018,473.1125,378.0849,106.305,233.4879,-3.2398,8.0704,58.6598,-473.408,-2.0006245871753547,0
1795,2019-06-30,Company_018,-473.408,343.52139999999997,111.3156,224.8085,-5.8497,9.9289,48.6627,483.1675,-2.0206154099634985,0
1796,2019-09-30,Company_018,483.1675,308.9579,116.3262,267.679,1.7537,7.0831,68.3838,484.3725,0.002493959134254651,1
1797,2019-12-31,Company_018,484.3725,398.8349,116.7438,397.2452,11.271,6.4885,75.0281,486.8172,0.0050471486304445685,1
1798,2020-03-31,Company_018,486.8172,319.1062,105.5719,302.43,19.5359,7.6750303884519155,63.4287,483.4877,-0.0068393228505484105,0
1799,2020-06-30,Company_018,483.4877,416.3299,106.3566,271.7069,8.3903,9.6021,50.5573,485.4547,0.004068355823736538,1
1800,2020-09-30,Company_018,485.4547,400.40635,106.5416,240.9838,13.3908,6.83,69.8013,476.7456,-0.01794008792169481,0
1801,2020-12-31,Company_018,476.7456,384.4828,107.6464,194.6635,11.506,5.52,86.36695652173914,478.3426,0.0033497949430471513,1
1802,2021-03-31,Company_018,478.3426,278.1485,108.8375,153.3423,9.6212,4.6137,104.4653,481.9701,0.007583476780031713,1
1803,2021-06-30,Company_018,481.9701,274.7778,111.874,183.5337,11.4269,5.2106,92.7875,483.4738,0.003119903081124702,1
1804,2021-09-30,Company_018,483.4738,435.3009,107.4324,163.6326,-11.0946,8.8486,54.7565,484.5185,0.00216082029677727,1
1805,2021-12-31,Company_018,484.5185,338.4063,113.9045,286.7078,1.1719,6.7057,71.7826,481.3516,-0.0065361797330752034,0
1806,2022-03-31,Company_018,481.3516,374.5729,111.1926,140.4698,12.4682,6.277,77.0498,483.6392,0.004752451222765225,1
1807,2022-06-30,Company_018,483.6392,408.9679,105.002,334.4568,7.3269,6.165,78.8646,486.2036,0.005302299730873713,1
1808,2022-09-30,Company_018,486.2036,443.3629,118.6553,275.0856,-3.7442,7.7461,63.624,492.8391,0.013647574801996487,1
1809,2022-12-31,Company_018,492.8391,313.6067,102.3041,207.9463,0.04859999999999998,7.3011,68.0419,496.7775,0.007991249070944253,1
1810,2023-03-31,Company_018,496.7775,360.762,110.9763,200.8394,3.8414,7.3361,67.71683864723762,499.9402,0.006366431651997181,1
1811,2023-06-30,Company_018,499.9402,448.3349,118.3296,149.411,6.6998,10.235,49.1537,503.0893,0.006298953354821188,1
1812,2023-09-30,Company_018,503.0893,485.8675,107.9454,214.5181,6.6998,7.822049999999999,71.99705,504.9276,0.0036540232519355984,1
1813,2023-12-31,Company_018,504.9276,345.0918,116.0983,268.1294,9.5582,5.4091,94.8404,512.9987,0.015984667900903023,1
1814,2024-03-31,Company_018,512.9987,568.3031,117.5503,120.627,12.4724,8.75802522249367,58.5747,512.823,-0.00034249599462923824,0
1815,2024-06-30,Company_018,512.823,439.19155,109.078,171.67135,14.0838,6.881969056683785,74.5169,515.1321,0.004502723161792778,1
1816,2024-09-30,Company_018,515.1321,310.08,115.2299,222.7157,-9.6601,7.9984,65.1302,520.9357,0.011266236369272969,1
1818,2000-03-31,Company_019,115.5857,230.0486,84.0637,343.0286,-3.4887,5.0279,22.5792,113.5264,-0.017816217750119673,0
1819,2000-06-30,Company_019,113.5264,150.4108,92.8315,441.60235,-0.4086,5.187051378703766,21.8865,110.4455,-0.027138181075062717,0
1820,2000-09-30,Company_019,110.4455,242.7675,93.7105,540.1761,-6.9324,5.1714,22.0342,113.9478,0.03171066272505449,1
1821,2000-12-31,Company_019,113.9478,231.4378,98.5948,389.7848,6.4409,7.4137,15.0211,111.362,-0.022692847075590807,0
1822,2001-03-31,Company_019,111.362,238.5862,95.8366,260.2953,4.2426,6.904329388132156,16.1293,113.7315,0.02127745550546867,1
1823,2001-06-30,Company_019,113.7315,278.8804,89.4242,397.4949,-5.7471,3.0816,36.4442,112.3056,-0.012537423668904382,0
1824,2001-09-30,Company_019,112.3056,244.5668,88.275,385.874,-7.2858,7.1716,15.4204,110.5893,-0.015282408001025807,0
1825,2001-12-31,Company_019,110.5893,220.0036,85.4315,273.7278,-1.1556,3.5009,32.4584,113.634,0.02753159663728775,1
1826,2002-03-31,Company_019,113.634,150.7989,92.2459,377.335,-5.236,4.7774,23.2231,110.9465,-0.023650491930232147,0
1827,2002-06-30,Company_019,110.9465,319.6109,80.9251,418.1888,-18.6479,1.8363,57.0795,104.8125,-0.055287909037238674,0
1828,2002-09-30,Company_019,104.8125,361.468,92.7904,461.8727,-9.9264,5.2232,19.6122,102.4381,-0.02265378652355391,0
1829,2002-12-31,Company_019,102.4381,359.2617,93.2419,247.5891,-0.5432,3.644,28.1114434687157,107.4404,0.048832416844904296,1
1830,2003-03-31,Company_019,107.4404,279.4116,93.5924,411.455,5.1779,2.5227,43.0548,108.6165,0.010946534078428648,1
1831,2003-06-30,Company_019,108.6165,93.5329,83.6933,459.1604,2.6083,5.9455,18.4938,109.9543,0.012316729042088461,1
1832,2003-09-30,Company_019,109.9543,142.07405,90.6691,488.6204,-2.3215,6.3629,17.4309,110.9103,0.008694521269290996,1
1833,2003-12-31,Company_019,110.9103,190.6152,89.8015,268.0655,7.299,6.4816,17.273,111.9569,0.009436454504225467,1
1834,2004-03-31,Company_019,111.9569,230.7543,92.6245,342.5031,-1.2375,2.2262,50.3639,112.1211,0.0014666358214633836,1
1835,2004-06-30,Company_019,112.1211,232.8961,95.7276,342.8965,-5.0409,6.7488,16.8528,113.7367,0.014409419814825226,1
1837,2004-09-30,Company_019,113.7367,267.6332,91.441,379.8289,8.935,4.3078,27.1972,117.1596,0.030094947365274346,1
1838,2004-12-31,Company_019,117.1596,145.7516,92.3595,315.2293,3.0787,7.7667,15.2881,118.7387,0.013478195555464485,1
1839,2005-03-31,Company_019,118.7387,384.7855,98.6147,278.7175,7.7835,5.7028,20.82112295714386,118.2869,-0.003804993654132912,0
1840,2005-06-30,Company_019,118.2869,386.4878,89.8252,331.9979,-12.0681,5.237943204311265,22.5827,121.2283,0.02486665894532701,1
1841,2005-09-30,Company_019,121.2283,156.2188,91.3759,347.11785,-9.7172,4.9338,24.305,119.9171,-0.010815956340227483,0
1842,2005-12-31,Company_019,119.9171,111.1483,95.4531,362.2378,-5.2289,4.894735338296761,24.4992,119.6342,-0.0023591297654796347,0
1843,2006-03-31,Company_019,119.6342,258.0463,101.0898,261.2588,-0.7406,4.0305,30.038,121.067,0.011976508389741278,1
1844,2006-06-30,Company_019,121.067,365.2454,90.4905,247.873,12.8008,3.4526,34.9624,120.7097,-0.0029512583941123105,0
1845,2006-09-30,Company_019,120.7097,265.8247,106.4836,405.2851,-11.4457,4.5454,26.8421,122.007,0.01074727217448148,1
1846,2006-12-31,Company_019,122.007,250.6431,105.9692,421.54975,4.9314,6.6156,18.1182,119.8635,-0.017568664093043865,0
1847,2007-03-31,Company_019,119.8635,235.4615,105.4548,437.8144,-11.7811,3.1178,39.3529,122.6953,0.023625207006303012,1
1848,2007-06-30,Company_019,122.6953,280.1303,103.1861,308.8506,15.5989,6.9733,17.4962,122.0055,-0.005622057242616508,0
1849,2007-09-30,Company_019,122.0055,288.1337,86.6673,403.1826,-16.3893,5.164975425138749,23.6217,117.9326,-0.03338292126174643,0
1850,2007-12-31,Company_019,117.9326,296.1371,86.6574,272.3393,3.7186,6.07,19.8398,-120.4274,-2.0211544560197945,0
1851,2008-03-31,Company_019,-120.4274,330.4921,102.6317,260.135,4.34525,6.5687,19.2951,126.7441,-2.052452348884058,0
1852,2008-06-30,Company_019,126.7441,156.7466,97.2715,247.9307,4.9719,6.8199,18.8362,128.4607,0.013543825708652313,1
1853,2008-09-30,Company_019,128.4607,172.035,94.8997,365.8337,-6.747,5.7003,22.535778818658667,131.0141,0.019876896202496254,1
1854,2008-12-31,Company_019,131.0141,187.3234,113.4505,332.056,-6.4822,6.1635,22.2703,137.2633,0.04769868281352902,1
1855,2009-03-31,Company_019,137.2633,244.998,96.1646,402.5885,12.5493,7.348260411034437,18.6797,136.1622,-0.008021809179875277,0
1856,2009-06-30,Company_019,136.1622,302.6726,95.899,243.8516,10.5813,4.5046,30.1418,-135.7779,-1.9971776307962121,0
1857,2009-09-30,Company_019,-135.7779,278.9397,95.6334,287.9275,8.1993,3.7418,36.286787107809076,127.6861,-1.940404145299051,0
1858,2009-12-31,Company_019,127.6861,352.767,82.793,332.0034,8.8313,4.6922,26.9278,126.35,-0.010463942433827972,0
1859,2010-03-31,Company_019,126.35,215.8135,97.5508,314.2245,-14.3967,5.5563,22.1812,123.2453,-0.024572220023743523,0
1860,2010-06-30,Company_019,123.2453,189.3078,90.3812,346.1153,-11.5485,7.871829591543449,15.6565,119.7536,-0.028331303506097145,0
1861,2010-09-30,Company_019,119.7536,162.8021,99.192,447.8142,-8.7003,4.931927038502881,24.2813,117.9472,-0.015084306442562149,0
1862,2010-12-31,Company_019,117.9472,336.7858,98.8631,329.8774,-8.2826,7.4814,15.4498,115.5859,-0.020019975039678773,0
1863,2011-03-31,Company_019,115.5859,302.39570000000003,96.1638,280.1044,-7.8649,5.5547,20.808666534646335,118.4054,0.02439311369293318,1
1864,2011-06-30,Company_019,118.4054,268.0056,90.9764,230.3314,-3.9735,3.386,34.96910809214412,-106.7007,-1.9011472449736244,0
1865,2011-09-30,Company_019,-106.7007,298.2577,92.6976,344.7586,4.3372,5.9922,17.806598578151597,111.5271,-2.0452330678242974,0
1866,2011-12-31,Company_019,111.5271,393.9946,88.0253,372.0031,-7.2699,4.0342,27.7312,111.872,0.0030925219072314757,1
1867,2012-03-31,Company_019,111.872,389.2133,89.7313,319.66179999999997,-10.8321,4.9226,23.2822,114.6091,0.024466354405034307,1
1868,2012-06-30,Company_019,114.6091,274.1367,101.1878,267.3205,3.0836,2.7539,42.1256,116.0111,0.012232885521306781,1
1869,2012-09-30,Company_019,116.0111,279.5135,100.3847,186.9777,-4.4583,2.8806,42.1935,121.5438,0.047691126107760426,1
1870,2012-12-31,Company_019,121.5438,235.7774,98.9754,261.4863,-0.2584,5.8854137916006914,20.6517,124.9922,0.02837166519394648,1
1871,2013-03-31,Company_019,124.9922,254.8222,103.3434,381.9573,-2.5566,7.215706895800345,18.08165,129.8226,0.038645611486156715,1
1872,2013-06-30,Company_019,129.8226,254.8222,100.8782,169.4091,3.7959,8.546,15.5116,132.5612,0.021094940326260754,1
1873,2013-09-30,Company_019,132.5612,273.867,106.0448,294.0829,-5.078,5.1876,27.183,141.0147,0.06377054522741187,1
1874,2013-12-31,Company_019,141.0147,422.1023,112.6035,262.9954,12.0432,9.0684,16.5999,150.5343,0.06750785556399437,1
1875,2014-03-31,Company_019,150.5343,448.594,98.1402,368.465,6.0186,8.9226,16.9828,151.5305,0.006617760869117454,1
1876,2014-06-30,Company_019,151.5305,286.0113,115.8872,260.5502,0.6281,6.5132,23.6403,153.9733,0.01612084695820317,1
1877,2014-09-30,Company_019,153.9733,395.8691,109.77770000000001,249.2597,-0.24930000000000002,9.2857,16.7318,155.366,0.009045074698015949,1
1878,2014-12-31,Company_019,155.366,337.2516,103.6682,238.3861,-1.1267,8.14,18.1502,147.7429,-0.04906543259142941,0
1879,2015-03-31,Company_019,147.7429,337.2516,115.1766,211.1694,-5.6693999999999996,8.4516,17.5328,148.1802,0.0029598715065158585,1
1880,2015-06-30,Company_019,148.1802,278.6341,95.6464,272.0265,-5.6693999999999996,9.8842,14.9484,147.7528,-0.002884325976075115,0
1881,2015-09-30,Company_019,147.7528,193.011,107.9333,317.726,-10.2121,8.312721176080071,17.7743,143.132,-0.03127385741590009,0
1882,2015-12-31,Company_019,143.132,225.2092,105.5132,248.6509,1.2744499999999999,3.3371,42.4432,141.6355,-0.010455383841488957,0
1883,2016-03-31,Company_019,141.6355,257.4074,102.8635,349.5119,12.761,6.7383,20.7888,140.0805,-0.010978885943142834,0
1884,2016-06-30,Company_019,140.0805,298.56525,103.8951,450.3729,-1.1652,3.9242,35.2387,138.2846,-0.012820485363772895,0
1885,2016-09-30,Company_019,138.2846,339.7231,105.2988,270.1352,-7.5818,6.288722242181425,21.9893,134.3975,-0.028109420716406625,0
1886,2016-12-31,Company_019,134.3975,251.59705,91.2604,278.175,-13.9984,5.994375708054201,22.4206,132.8476,-0.011532208560427151,0
1887,2017-03-31,Company_019,132.8476,163.471,103.0194,299.1964,-19.4475,4.3716,28.3893,124.1075,-0.06579042451651365,0
1888,2017-06-30,Company_019,124.1075,170.4002,93.0954,332.7429,3.363,3.4329,36.152378455533224,119.5609,-0.03663436939749812,0
1889,2017-09-30,Company_019,119.5609,199.4307,99.5547,421.6453,-20.0079,4.028997374903539,29.6751,116.2038,-0.028078577528272225,0
1890,2017-12-31,Company_019,116.2038,282.2095,98.2306,305.9563,-10.4914,4.461517787896705,26.0458,125.5584,0.08050167034124533,1
1891,2018-03-31,Company_019,125.5584,262.7581,96.9065,302.2331,2.1359,5.2991,24.2147,128.3154,0.021957909626118245,1
1892,2018-06-30,Company_019,128.3154,320.2489,99.6329,265.0678,1.0028,5.7513,22.6058,130.0124,0.0132252247197141,1
1893,2018-09-30,Company_019,130.0124,374.8689,100.1355,314.8912,1.09635,6.4614,20.1815,130.4013,0.0029912531420078258,1
